recipe_id,recipe_image,category1,category2,category3,category4,food_name,steps,ingredient_name,ingredient_detail,serving_size,cooking_time,cooking_level,tags
6854979,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/20/2146c8ef816630adcab6633818b3e4de1.jpg,볶음,일상,소고기,밑반찬,소고기두부볶음 - 아이들 반찬/이유식 반찬으로도 최고죠~옛생각이 절로...,"[(1, '다진소고기는 140그람이 있어서 준비. 뭐~~더 많이 넣으셔도 됩니다.'), (2, '소고기는 밑간해주세요. 다진소고기140그람, 맛술1/2큰술, 간장1큰술, 설탕1/3큰술,참기름1큰술, 다진마늘1/2큰술, 다진파1큰술, 후추톡톡톡 간장과 설탕의 양은 조절하세요. 간장에따라..설탕에따라 짠맛단맛이 천차만별... ^^'), (3, '두부는 깍뚝깍뚝 썰어서 키친타올에서 물기좀 제거해주세요. 그래야 더 단단하게 부쳐집니다.'), (4, '물기 제거한 두부는 들기름반...올리브유 반... 두르고 노릇노릇 부쳐주세요.'), (5, '노릇노릇 부친 두부는 한켠으로 밀어내고.'), (6, '밑간해둔 다진소고기를 볶아 줍니다. 번거로움을 줄이기위함. 잔머리 딩굴딩굴~~'), (7, '고기가 다 볶아지면... 고루 섞어내주면 되지요~~ 두부랑 섞어요~~ 섞어서 휙~볶아주고 끝!! 쉽죠~ 맛있죠~')]","['두부', '다진소고기', '맛술', '간장', '설탕', '참기름', '다진마늘', '다진파', '후추', '들기름', '올리브유']","두부:1/2모, 다진소고기:140g, 다진소고기:140g, 맛술:1/2큰술, 간장:1큰술, 설탕:1/3큰술, 참기름:1큰술, 다진마늘:1/2큰술, 다진파:1큰술, 후추:톡톡, 들기름:, 올리브유:",3인분,30분 이내,초급,"['밑반찬', '아이반찬', '이유식반찬', '두부요리', '두부소고기볶음']"
7010976,https://recipe1.ezmember.co.kr/cache/recipe/2023/10/04/5461e570361e2a662f7ea5abb73e96c01.jpg,볶음,일상,소고기,밑반찬,새송이버섯소고기볶음 끼니마다 가족들이 이것만 찾아요~ ??,"[(1, '소고기 150g 진간장 1큰술, 참기름 1큰술 넣어 조물조물 밑간합니다.'), (2, '새송이버섯4개 일정한 두께로 썰은 후 끓는물에 20초간 데쳐요 데친 버섯은 찬물에 헹궈 물기를 꼬옥 짜주세요'), (3, '팬에 기름을 살짝 두른 후 소고기 넣어 볶아요 추가로 양파 넣어 볶아주세요'), (4, '참치액젓 1큰술 넣어 볶다가, 설탕 1/2큰술 넣어 볶아줘요'), (5, '새송이버섯을 넣어 볶다가 청양고추2개 어슷썰어 넣어줍니다 물엿 1큰술 넣어 잘 볶아준 뒤'), (6, '어슷썬대파, 다진마늘 1큰술, 후추 톡톡 넣어 볶아주면 완성입니다')]","['새송이버섯', '국거리소고기', '양파', '대파', '청양고추', '간장', '참기름', '참치액젓', '설탕', '물엿', '후추', '다진마늘']","새송이버섯:4개, 국거리소고기:150g, 양파:1/2개, 대파:1/2대, 청양고추:2개, 간장:1큰술, 참기름:1큰술, 참치액젓:1큰술, 설탕:1/2큰술, 물엿:1큰술, 후추:톡톡, 다진마늘:1큰술",3인분,15분 이내,아무나,"['새송이버섯소고기볶음', '새송이버섯볶음', '새송이버섯', '소고기볶음', '버섯소고기볶음']"
986392,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/11/acb93acb4defb8b1cdc876cf19b62b9e.jpg,볶음,일상,소고기,밑반찬,맛있는 쇠고기야채볶음,"[(1, '쇠고기는 칼로 미리 두껍게 채썰어주시고, 밑간양념에 재워두세요. 야채들은 저렇게 썰어주시구요. (양파도 있으시면 넣으세요. 요날 양파가 떨어져서 안 넣었답니다) 마늘과 생강은 채썰어주세요.'), (2, '달군팬에 오일을 조금 두르고 채썬 마늘과 생강을 넣고 충분히 볶아준뒤 미리 밑간을 해둔 쇠고기를 볶아주세요.'), (3, '양배추, 당근을 놓고 볶다가 노랑파프리카, 청피망, 볶음양념을 넣고 양념이 잘 어울러지게끔 볶아주세요. 넘 오래 볶진마세요.'), (4, '접시에 담고 맛있는 쇠고기야채볶음에 통깨도 뿌려주면 완성. 윤기가 자르르 흐르는 쇠고기야채볶음이라면 밥한공기는 기본이네요.')]","['우리한우 구이용', '양배추', '당근', '노랑파프리카', '청피망', '마늘', '생강(마늘크기만한것)', '청주', '간장', '참기름', '후춧가루', '굴소스', '청주', '참기름']","우리한우 구이용:150g, 양배추:60g, 당근:1/3개, 노랑파프리카:1/2개, 청피망:1/2개, 마늘:2알, 생강(마늘크기만한것):조금, 청주:1술, 간장:1큰술, 참기름:1/2술, 후춧가루:1/4술, 굴소스:2큰술, 청주:1큰술, 참기름:1술",2인분,60분 이내,초급,[]
7013185,https://recipe1.ezmember.co.kr/cache/recipe/2023/11/09/3ae0a3d5f35a94eae2419b7d18f9e7cc1.jpg,볶음,일상,소고기,밑반찬,다채롭게 활용 가능한 소고기 소보루 만들기,"[(1, '분량의 소스를 모두 섞어줍니다 TIP. 고기 100g 당 간장 1T 이것만 지키면 실패 없는 간 맞추기 OK 이것만 기억하고 나머지 재료들은 취향에 맞게 가감하여 만들면 된답니다'), (2, '양념에 다짐육을 넣고 섞은 뒤 30분 정도 재워줍니다 ??저는 그릇이 작아 제대로 못 섞어서 ㅜ 웍으로 옮겼어요'), (3, '덩어리지지 않도록 잘 저어가며 볶아줍니다'), (4, '이렇게 소스가 보이지 않을때까지 바짝 볶아주면 소고기 소보루 완성입니다'), (5, '소고기 소보로 보관방법 넓게 펴서 식힌 뒤 당장 먹을 것을 제외한 나머지는 밀폐용기에 담아 냉동보관. 한 달 정도 보관이 가능하기 때문에 넉넉하게 만들어 두어 필요시 꺼내먹으면 좋아요. 소고기 소보로 활용요리 - 간장 달걀밥 위에 올려 먹기 - 흰쌀죽 위에 올려 섞어 소고기죽 만들기 - 떡국고명으로 올리기 - 약고추장에 넣기 - 소고기 김밥 만들기 - 비빔밥 위에 올리기 - 순두부찌개에 넣기 - 유부초밥이나 주먹밥 재료로 사용하기.다채로운 요리에 활용할 수 있으니 넉넉히 만들어두고 사용해보세요! 특히 밥 안 먹는 아이들 쌀밥위에 고명처럼 얹어주면 싹싹 비벼 잘 먹을거에요')]","['소고기', '간장', '맛술', '설탕', '참기름', '물', '후추', '소금']","소고기:200g, 간장:2T, 맛술:1T, 설탕:1/2T, 참기름:1/2T, 물:3T, 후추:조금, 소금:조금",정보 없음,30분 이내,초급,"['소고기소보루만들기', '소고기소보루보관방법', '소고기소보루활용요리']"
7024887,https://recipe1.ezmember.co.kr/cache/recipe/2024/04/18/dee8eb93d55466f4c342b70b2d13cd481.jpg,볶음,일상,소고기,메인반찬,우삼겹 김치볶음,"[(1, '신김치는 잘게 썰어주세요.'), (2, '달궈진 팬에 우삼겹을 넣고 볶아주세요.'), (3, '우삼겹이 거의 익었을때 김치를 넣고 함께 볶아주세요.'), (4, '김칫국물 1/2컵을 넣고..'), (5, '굴소스 1큰술..'), (6, '설탕 1큰술을 넣어주세요.'), (7, '김칫국물이 졸아들때까지 중불에서 볶아주세요.'), (8, '수분이 거의 졸아들었으면 어슷썰기한 청양고추와..'), (9, '참기름을 넣고 한 번더 볶아준 후 후춧가루를 뿌려주고 불을 꺼주세요.'), (10, '접시에 담아 완성합니다.')]","['신김치', '우삼겹', '청양고추', '굴소스', '설탕', '김칫국물', '참기름', '후춧가루']","신김치:1/4포기, 우삼겹:300g, 청양고추:1개, 굴소스:1큰술, 설탕:1큰술, 김칫국물:1/2컵, 참기름:약간, 후춧가루:약간",4인분,30분 이내,초급,"['김치볶음', '우삼겹김치볶음', '신김치볶음', '볶음김치', '신김치요리', '우삼겹']"
6899457,https://recipe1.ezmember.co.kr/cache/recipe/2018/10/29/4c178a4f5751fc23b5729151b659e6dc1.jpg,볶음,일상,소고기,메인반찬,소고기 대파 볶음,"[(1, '소고기는 한입 크기로 썰고 간장1작은술.설탕1작은술.굴소스1작은술.다진마늘1작은술.맛술1큰술을 넣고 버무려 주세요'), (2, '대파는 3~4cm 길이로 썰어주세요'), (3, '딜군 팬에 식용유 2큰술을 두르고 대파를 넣고 볶아주세요.(2~3분정도)'), (4, '대파를 한쪽으로 밀쳐놓고 소고기를 넣고 구워주세요(센불)'), (5, '밑면이 익으면 뒤집어서 익혀 주세요'), (6, '대파와 같이 섞으면서 볶아주세요. 참기름을 약간 두르고 저어준후'), (7, '완성그릇에 담고 깨소금을 뿌려주세요')]","['한우 소고기 (살치살)', '대파(흰부분)', '식용유', '간장', '설탕', '굴소스', '다진마늘', '맛술', '참기름', '깨소금']","한우 소고기 (살치살):200g, 대파(흰부분):1컵, 식용유:2큰술, 간장:1술, 설탕:1술, 굴소스:1술, 다진마늘:1술, 맛술:1큰술, 참기름:약간, 깨소금:약간",2인분,15분 이내,초급,[]
6939784,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/22/948f2e4f86bc5e6d5643bc7d6afc88161.jpg,볶음,일상,소고기,메인반찬,국물마저 맛있어 밥 한공기 뚝딱! 촉촉하고 야들야들한 소불고기 만들기,"[(1, '양파는 채썰어주시고, 새송이버섯은 편으로 썰어 반을 잘라주세요.'), (2, '대파는 어슷썰기 해주시고, 당근은 반달모양으로 얇게 썰어주세요.'), (3, '소고기 재우기 : 볼에 소고기, 소주 4큰술, 다진마늘 1큰술, 간장 4큰술, 양파, 당근, 대파를 넣어주세요.'), (4, '그리고 설탕 1큰술, 참기름 1큰술을 넣고 조물조물 간이 배도록 주물러준 후 10분 동안 재워주세요.'), (5, '궁중팬에 재워놓은 고기를 넣고 중간불에서 볶다가 고기가 어느 정도 익으면 송이버섯을 넣고 야채가 먹기 좋게 익을 때까지 볶아주세요.'), (6, '마지막으로 통깨와 후추를 솔솔 뿌리고 잘 섞어주면 완성입니다.')]","['소고기', '양파', '새송이버섯', '당근', '대파', '다진마늘', '간장', '설탕', '소주', '참기름', '통깨', '후추']","소고기:300g, 양파:1개, 새송이버섯:2개, 당근:10쪽, 대파:1뿌리, 다진마늘:1큰술, 간장:4큰술, 설탕:1큰술, 소주:4큰술, 참기름:1큰술, 통깨:약간, 후추:약간",4인분,60분 이내,아무나,"['소고기', '불고기', '소불고기', '반찬', '밑반찬', '아이반찬', '밥도둑', '초간단', '간단요리', '쉬운요리']"
6978265,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/23/bbac7a221235b563779a22680e9f5bb41.jpg,볶음,일상,소고기,메인반찬,여행하고 남은 고기와 채소가 있다면??‘소고기채소볶음’어떠신지요~?,"[(1, '소고기는 소금과 후추를 뿌려 잠시 두겠습니다.'), (2, '그 동안 재료를 손질해 주시고,'), (3, '달궈진 팬에 기름을 두루고, 마늘10개에 소금을 조금 뿌려, 먼저 볶아 줍니다.'), (4, '양파1/2개도 소금 살살 뿌려 볶아 주시고,'), (5, '애호박1/3개도 소금 살살 뿌려 볶고,'), (6, '방울토마토12개도 소금 솔솔 뿌려 볶아줍니다.'), (7, '양송이버섯4개도 예외는 아닙니다~'), (8, '잠시 재운 고기(400g)는 큼지막하게 썰어주시고,'), (9, '볶아주셔요.'), (10, '모든 재료른 한 데 모아, 청고추2개 넣고, 마지막으로 볶아주시면, 완성!'), (11, '오늘도 맛나게 드셔요^^')]","['등심', '양송이', '양파', '애호박', '방울토마토', '청고추', '마늘', '소금', '후추']","등심:400g, 양송이:4개, 양파:1/2개, 애호박:1/3개, 방울토마토:12개, 청고추:2개, 마늘:10개, 소금:약간, 후추:약간",4인분,20분 이내,초급,"['소고기볶음', '쇠고기볶음', '여행요리', '큐브스테이크', '찹스테이크', '소고기채소볶음']"
6963914,https://recipe1.ezmember.co.kr/cache/recipe/2021/07/25/8c34aa6c039256b84047d36e2b4e6cdd1.jpg,볶음,일상,소고기,국/탕,알토란 얼갈이 소고기볶음 지짐이,"[(1, '지짐용할때는 작은얼갈이배추 를 사용해야 식감이 부드럽고 좋아요'), (2, '신선한재료를 구입하면 손질 하기도 편하답니다 흐르는물에 깨끗이 씻어 준비 합니다'), (3, '끓는물에 굵은소금 2스푼 넣고 줄기가 단단한 부분부터 넣고 줄기가 어느정도 익으면 잎파리 도 넣고 2~3분정도 데쳐 줍니다'), (4, '데친 얼갈이배추를 찬물에 훵궈 잔열을 식히고 물기를 꼬옥 짜 준비 합니다'), (5, '데친 얼갈이 배추에 된장 3큰술 넣고 밑간을 합니다'), (6, '소고기는 먹기 좋은 크기로 썰고 볼에 담아 고추장,국간장 설탕,다진마늘,맛술,설탕을 넣어 밑간을 합니다'), (7, '팬에 들기름 1큰술 넣고 밑간해놓은 얼갈이배추를 볶아 줍니다'), (8, '팬 중앙에 밑간해놓은 소고기를 넣어 줍니다'), (9, '중불에서 소고기와 얼갈이배추 를 함께 볶아 주다가~'), (10, '쌀뜨물을 넣고 끓여 줍니다 보글보글 끓으면 대파와양파 를 넣고 끓여 줍니다 *쌀뜨물 없을때는 생수로 해도 됩니다'), (11, '얼갈이지짐는 푸~욱 끓여야 구수해지기 때문에 뚜껑을 덮고 쎈불에서 4분 약불에서 30분정도 끓여 줍니다'), (12, '청양고추로 마무리 해서 얼갈이지짐이가 완성 !!! 따끈한 밥과 먹으면 밥도둑이 따로 없네요.ㅎㅎ *친정엄마가 생각나는 얼갈이소고기볶음 지짐이~')]","['얼갈이배추', '굵은소금', '된장', '소고기등심', '쌀뜨물', '대파', '양파', '청양고추', '들기름', '고추장', '간장', '다진마늘', '맛술', '설탕']","얼갈이배추:1단, 굵은소금:2큰술, 된장:3큰술, 소고기등심:400g, 쌀뜨물:1.5L, 대파:1대, 양파:1개, 청양고추:4개, 들기름:1큰술, 고추장:1큰술, 간장:1큰술, 다진마늘:1큰술, 맛술:2큰술, 설탕:1큰술",4인분,60분 이내,아무나,"['얼갈이소고기지짐', '얼갈이지짐이', '배추요리']"
7004787,https://recipe1.ezmember.co.kr/cache/recipe/2023/06/26/c88aa9c06f6b11b0040aa91a5ac35be91.jpg,볶음,일상,소고기,면/만두,간단하지만 고급진 쫄깃쫄깃 찹스테이크볶음우동,"[(1, '양파, 파프리카, 피망은 한입 크기로 썰어요'), (2, '양송이버섯은 4등분으로 썰어요'), (3, '분량의 재료를 섞어 소스를 만들어요'), (4, '끓는물에 우동면을 넣고 풀어가며 익혀요'), (5, '오일을 두른 팬에 찹스테이크용 소고기를 넣어요'), (6, '소금, 후추를 뿌린 후 볶아요'), (7, '소고기가 익기 시작하면 손질한 야채와 버섯을 넣고 함께 볶아요'), (8, '양파가 투명해지면 면과 소스를 넣고 빠르게 볶아요'), (9, '접시에 담아 가쓰오부시를 올려 완성해요')]","['소고기 찹스테이크용', '우동면', '양파', '파프리카', '피망', '양송이버섯', '올리브오일', '소금', '후추', '가쓰오부시', '굴소스', '돈까스소스', '설탕', '맛술', '후추']","소고기 찹스테이크용:200g, 우동면:1인분, 양파:1/2개, 파프리카:1/4개, 피망:1/4개, 양송이버섯:2개, 올리브오일:2숟가락, 소금:약간, 후추:약간, 가쓰오부시:약간, 굴소스:2숟가락, 돈까스소스:1.5숟가락, 설탕:1/2숟가락, 맛술:2숟가락, 후추:약간",2인분,15분 이내,아무나,"['찹스테이크볶음', '찹스테이크볶음우동', '찹스테이크요리']"
